"REF_DATE","GEO","DGUID","Milled wheat and wheat flour produced","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","253","","","","0"
"2011-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","250","","","","0"
"2011-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","223","","","","0"
"2012-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","224","","","","0"
"2012-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","216","","","","0"
"2012-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","236","","","","0"
"2012-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","220","","","","0"
"2012-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","238","","","","0"
"2012-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","237","","","","0"
"2012-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","252","","","","0"
"2012-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","245","","","","0"
"2012-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","242","","","","0"
"2012-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2012-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","256","","","","0"
"2012-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","219","","","","0"
"2013-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","241","","","","0"
"2013-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","210","","","","0"
"2013-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","223","","","","0"
"2013-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","231","","","","0"
"2013-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","243","","","","0"
"2013-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","234","","","","0"
"2013-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","266","","","","0"
"2013-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","246","","","","0"
"2013-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","253","","","","0"
"2013-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","264","","","","0"
"2013-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","250","","","","0"
"2013-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","213","","","","0"
"2014-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","247","","","","0"
"2014-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","216","","","","0"
"2014-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","232","","","","0"
"2014-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","237","","","","0"
"2014-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","247","","","","0"
"2014-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","245","","","","0"
"2014-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","306","","","","0"
"2014-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","248","","","","0"
"2014-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","250","","","","0"
"2014-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","266","","","","0"
"2014-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","244","","","","0"
"2014-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","232","","","","0"
"2015-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","248","","","","0"
"2015-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","213","","","","0"
"2015-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","249","","","","0"
"2015-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","231","","","","0"
"2015-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","243","","","","0"
"2015-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","255","","","","0"
"2015-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","295","","","","0"
"2015-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","252","","","","0"
"2015-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","270","","","","0"
"2015-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","270","","","","0"
"2015-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","265","","","","0"
"2015-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","247","","","","0"
"2016-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","243","","","","0"
"2016-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","245","","","","0"
"2016-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","250","","","","0"
"2016-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","238","","","","0"
"2016-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","246","","","","0"
"2016-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2016-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","308","","","","0"
"2016-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","269","","","","0"
"2016-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","262","","","","0"
"2016-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","264","","","","0"
"2016-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","260","","","","0"
"2016-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","236","","","","0"
"2017-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","249","","","","0"
"2017-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","219","","","","0"
"2017-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2017-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","216","","","","0"
"2017-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","250","","","","0"
"2017-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","256","","","","0"
"2017-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","269","","","","0"
"2017-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","266","","","","0"
"2017-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2017-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","281","","","","0"
"2017-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","279","","","","0"
"2017-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","258","","","","0"
"2018-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","269","","","","0"
"2018-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","242","","","","0"
"2018-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2018-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","249","","","","0"
"2018-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","278","","","","0"
"2018-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","261","","","","0"
"2018-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2018-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","282","","","","0"
"2018-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","262","","","","0"
"2018-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","279","","","","0"
"2018-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","287","","","","0"
"2018-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","249","","","","0"
"2019-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2019-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","236","","","","0"
"2019-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2019-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2019-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","281","","","","0"
"2019-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","248","","","","0"
"2019-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","277","","","","0"
"2019-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","280","","","","0"
"2019-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","266","","","","0"
"2019-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","282","","","","0"
"2019-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","279","","","","0"
"2019-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","247","","","","0"
"2020-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2020-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","244","","","","0"
"2020-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","284","","","","0"
"2020-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","256","","","","0"
"2020-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","259","","","","0"
"2020-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","271","","","","0"
"2020-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","277","","","","0"
"2020-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","288","","","","0"
"2020-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","286","","","","0"
"2020-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","290","","","","0"
"2020-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","283","","","","0"
"2020-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","256","","","","0"
"2021-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","254","","","","0"
"2021-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","229","","","","0"
"2021-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","267","","","","0"
"2021-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","251","","","","0"
"2021-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","248","","","","0"
"2021-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","265","","","","0"
"2021-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","261","","","","0"
"2021-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","266","","","","0"
"2021-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2021-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","277","","","","0"
"2021-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","281","","","","0"
"2021-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","263","","","","0"
"2022-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","260","","","","0"
"2022-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","265","","","","0"
"2022-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","276","","","","0"
"2022-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","267","","","","0"
"2022-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","273","","","","0"
"2022-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","275","","","","0"
"2022-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","277","","","","0"
"2022-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","281","","","","0"
"2022-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","292","","","","0"
"2022-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","280","","","","0"
"2022-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","283","","","","0"
"2022-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","261","","","","0"
"2023-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","269","","","","0"
"2023-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","251","","","","0"
"2023-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","292","","","","0"
"2023-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","248","","","","0"
"2023-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","282","","","","0"
"2023-06","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","278","","","","0"
"2023-07","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","275","","","","0"
"2023-08","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","293","","","","0"
"2023-09","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","293","","","","0"
"2023-10","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","289","","","","0"
"2023-11","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","301","","","","0"
"2023-12","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","254","","","","0"
"2024-01","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","275","","","","0"
"2024-02","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","255","","","","0"
"2024-03","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","263","","","","0"
"2024-04","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","279","","","","0"
"2024-05","Canada","2016A000011124","Total wheat milled","Metric tonnes","214","thousands","3","v41294753","1.1","285","","","","0"
